date,game_mode,region,map,tier,hero,role,pick_rate,win_rate
2026-03-16,quickplay,Europe,new-queen-street,All,정커퀸,TANK,5.4,52.1
2026-03-16,quickplay,Europe,new-queen-street,All,정크랫,DAMAGE,7.9,46.7
2026-03-16,quickplay,Europe,new-queen-street,All,제트팩 캣,SUPPORT,14.6,48.7
2026-03-16,quickplay,Europe,new-queen-street,All,젠야타,SUPPORT,11.6,54.8
2026-03-16,quickplay,Europe,new-queen-street,All,주노,SUPPORT,19.0,51.8
2026-03-16,quickplay,Europe,new-queen-street,All,캐서디,DAMAGE,16.4,48.1
2026-03-16,quickplay,Europe,new-queen-street,All,키리코,SUPPORT,25.2,48.0
2026-03-16,quickplay,Europe,new-queen-street,All,토르비욘,DAMAGE,3.7,57.8
2026-03-16,quickplay,Europe,new-queen-street,All,트레이서,DAMAGE,6.6,52.8
2026-03-16,quickplay,Europe,new-queen-street,All,파라,DAMAGE,3.8,49.9
2026-03-16,quickplay,Europe,new-queen-street,All,프레야,DAMAGE,6.3,45.8
2026-03-16,quickplay,Europe,new-queen-street,All,한조,DAMAGE,9.3,49.3
2026-03-16,quickplay,Europe,new-queen-street,All,해저드,TANK,4.0,50.3
2026-03-16,quickplay,Europe,runasapi,All,D.Va,TANK,10.4,47.6
2026-03-16,quickplay,Europe,runasapi,All,겐지,DAMAGE,9.5,50.2
2026-03-16,quickplay,Europe,runasapi,All,도미나,TANK,9.5,50.6
2026-03-16,quickplay,Europe,runasapi,All,둠피스트,TANK,7.0,49.0
2026-03-16,quickplay,Europe,runasapi,All,라마트라,TANK,7.5,48.4
2026-03-16,quickplay,Europe,runasapi,All,라이프위버,SUPPORT,9.8,44.7
2026-03-16,quickplay,Europe,runasapi,All,라인하르트,TANK,11.3,55.7
2026-03-16,quickplay,Europe,runasapi,All,레킹볼,TANK,3.6,50.3
2026-03-16,quickplay,Europe,runasapi,All,로드호그,TANK,9.0,48.4
2026-03-16,quickplay,Europe,runasapi,All,루시우,SUPPORT,7.1,52.5
2026-03-16,quickplay,Europe,runasapi,All,리퍼,DAMAGE,8.9,53.9
2026-03-16,quickplay,Europe,runasapi,All,마우가,TANK,7.0,51.6
2026-03-16,quickplay,Europe,runasapi,All,메르시,SUPPORT,24.6,49.6
2026-03-16,quickplay,Europe,runasapi,All,메이,DAMAGE,8.7,56.8
2026-03-16,quickplay,Europe,runasapi,All,모이라,SUPPORT,20.5,51.6
2026-03-16,quickplay,Europe,runasapi,All,미즈키,SUPPORT,20.1,53.7
2026-03-16,quickplay,Europe,runasapi,All,바스티온,DAMAGE,12.5,49.9
2026-03-16,quickplay,Europe,runasapi,All,바티스트,SUPPORT,4.8,43.6
2026-03-16,quickplay,Europe,runasapi,All,벤데타,DAMAGE,12.5,52.5
2026-03-16,quickplay,Europe,runasapi,All,벤처,DAMAGE,3.2,51.4
2026-03-16,quickplay,Europe,runasapi,All,브리기테,SUPPORT,4.7,53.2
2026-03-16,quickplay,Europe,runasapi,All,소전,DAMAGE,9.0,46.8
2026-03-16,quickplay,Europe,runasapi,All,솔저: 76,DAMAGE,16.0,51.0
2026-03-16,quickplay,Europe,runasapi,All,솜브라,DAMAGE,6.7,50.7
2026-03-16,quickplay,Europe,runasapi,All,시그마,TANK,7.8,50.2
2026-03-16,quickplay,Europe,runasapi,All,시메트라,DAMAGE,2.1,51.8
2026-03-16,quickplay,Europe,runasapi,All,아나,SUPPORT,19.7,46.4
2026-03-16,quickplay,Europe,runasapi,All,안란,DAMAGE,14.2,50.1
2026-03-16,quickplay,Europe,runasapi,All,애쉬,DAMAGE,13.1,49.4
2026-03-16,quickplay,Europe,runasapi,All,에코,DAMAGE,5.3,50.3
2026-03-16,quickplay,Europe,runasapi,All,엠레,DAMAGE,16.0,50.3
2026-03-16,quickplay,Europe,runasapi,All,오리사,TANK,9.4,45.6
2026-03-16,quickplay,Europe,runasapi,All,우양,SUPPORT,10.6,50.2
2026-03-16,quickplay,Europe,runasapi,All,위도우메이커,DAMAGE,7.7,41.6
2026-03-16,quickplay,Europe,runasapi,All,윈스턴,TANK,4.0,55.4
2026-03-16,quickplay,Europe,runasapi,All,일리아리,SUPPORT,8.4,51.7
2026-03-16,quickplay,Europe,runasapi,All,자리야,TANK,4.1,45.2
2026-03-16,quickplay,Europe,runasapi,All,정커퀸,TANK,5.4,52.1
2026-03-16,quickplay,Europe,runasapi,All,정크랫,DAMAGE,8.3,49.3
2026-03-16,quickplay,Europe,runasapi,All,제트팩 캣,SUPPORT,14.3,49.0
2026-03-16,quickplay,Europe,runasapi,All,젠야타,SUPPORT,11.5,54.4
2026-03-16,quickplay,Europe,runasapi,All,주노,SUPPORT,19.4,51.4
2026-03-16,quickplay,Europe,runasapi,All,캐서디,DAMAGE,16.3,48.3
2026-03-16,quickplay,Europe,runasapi,All,키리코,SUPPORT,24.5,47.6
2026-03-16,quickplay,Europe,runasapi,All,토르비욘,DAMAGE,3.8,53.7
2026-03-16,quickplay,Europe,runasapi,All,트레이서,DAMAGE,6.7,52.7
2026-03-16,quickplay,Europe,runasapi,All,파라,DAMAGE,3.8,48.5
2026-03-16,quickplay,Europe,runasapi,All,프레야,DAMAGE,6.4,45.9
2026-03-16,quickplay,Europe,runasapi,All,한조,DAMAGE,9.2,46.8
2026-03-16,quickplay,Europe,runasapi,All,해저드,TANK,4.0,51.1
2026-03-16,quickplay,Europe,esperanca,All,D.Va,TANK,10.6,47.4
2026-03-16,quickplay,Europe,esperanca,All,겐지,DAMAGE,9.8,50.3
2026-03-16,quickplay,Europe,esperanca,All,도미나,TANK,9.6,51.7
2026-03-16,quickplay,Europe,esperanca,All,둠피스트,TANK,7.4,48.4
2026-03-16,quickplay,Europe,esperanca,All,라마트라,TANK,7.5,48.5
2026-03-16,quickplay,Europe,esperanca,All,라이프위버,SUPPORT,9.7,47.6
2026-03-16,quickplay,Europe,esperanca,All,라인하르트,TANK,11.5,54.5
2026-03-16,quickplay,Europe,esperanca,All,레킹볼,TANK,3.6,50.8
2026-03-16,quickplay,Europe,esperanca,All,로드호그,TANK,8.7,48.1
2026-03-16,quickplay,Europe,esperanca,All,루시우,SUPPORT,6.9,50.5
2026-03-16,quickplay,Europe,esperanca,All,리퍼,DAMAGE,8.5,53.6
2026-03-16,quickplay,Europe,esperanca,All,마우가,TANK,6.6,50.5
2026-03-16,quickplay,Europe,esperanca,All,메르시,SUPPORT,24.5,49.7
2026-03-16,quickplay,Europe,esperanca,All,메이,DAMAGE,8.6,55.3
2026-03-16,quickplay,Europe,esperanca,All,모이라,SUPPORT,20.6,51.1
2026-03-16,quickplay,Europe,esperanca,All,미즈키,SUPPORT,20.5,53.7
2026-03-16,quickplay,Europe,esperanca,All,바스티온,DAMAGE,12.4,49.9
2026-03-16,quickplay,Europe,esperanca,All,바티스트,SUPPORT,5.1,43.1
2026-03-16,quickplay,Europe,esperanca,All,벤데타,DAMAGE,13.0,53.3
2026-03-16,quickplay,Europe,esperanca,All,벤처,DAMAGE,2.9,52.1
2026-03-16,quickplay,Europe,esperanca,All,브리기테,SUPPORT,4.5,52.8
2026-03-16,quickplay,Europe,esperanca,All,소전,DAMAGE,8.6,46.1
2026-03-16,quickplay,Europe,esperanca,All,솔저: 76,DAMAGE,15.7,50.7
2026-03-16,quickplay,Europe,esperanca,All,솜브라,DAMAGE,7.0,50.4
2026-03-16,quickplay,Europe,esperanca,All,시그마,TANK,8.0,51.1
2026-03-16,quickplay,Europe,esperanca,All,시메트라,DAMAGE,2.0,51.2
2026-03-16,quickplay,Europe,esperanca,All,아나,SUPPORT,20.0,45.0
2026-03-16,quickplay,Europe,esperanca,All,안란,DAMAGE,14.1,51.8
2026-03-16,quickplay,Europe,esperanca,All,애쉬,DAMAGE,13.4,49.3
2026-03-16,quickplay,Europe,esperanca,All,에코,DAMAGE,5.6,50.1
2026-03-16,quickplay,Europe,esperanca,All,엠레,DAMAGE,15.6,50.0
2026-03-16,quickplay,Europe,esperanca,All,오리사,TANK,9.0,45.9
2026-03-16,quickplay,Europe,esperanca,All,우양,SUPPORT,10.4,50.6
2026-03-16,quickplay,Europe,esperanca,All,위도우메이커,DAMAGE,8.5,43.0
2026-03-16,quickplay,Europe,esperanca,All,윈스턴,TANK,4.2,54.2
2026-03-16,quickplay,Europe,esperanca,All,일리아리,SUPPORT,7.8,52.1
2026-03-16,quickplay,Europe,esperanca,All,자리야,TANK,4.0,46.8
2026-03-16,quickplay,Europe,esperanca,All,정커퀸,TANK,5.1,52.6
2026-03-16,quickplay,Europe,esperanca,All,정크랫,DAMAGE,8.3,48.7
2026-03-16,quickplay,Europe,esperanca,All,제트팩 캣,SUPPORT,14.0,48.9
2026-03-16,quickplay,Europe,esperanca,All,젠야타,SUPPORT,11.7,54.5
2026-03-16,quickplay,Europe,esperanca,All,주노,SUPPORT,19.1,51.8
2026-03-16,quickplay,Europe,esperanca,All,캐서디,DAMAGE,15.8,47.3
2026-03-16,quickplay,Europe,esperanca,All,키리코,SUPPORT,25.2,48.0
2026-03-16,quickplay,Europe,esperanca,All,토르비욘,DAMAGE,3.8,56.2
2026-03-16,quickplay,Europe,esperanca,All,트레이서,DAMAGE,6.5,50.3
2026-03-16,quickplay,Europe,esperanca,All,파라,DAMAGE,3.9,51.2
2026-03-16,quickplay,Europe,esperanca,All,프레야,DAMAGE,6.4,44.8
2026-03-16,quickplay,Europe,esperanca,All,한조,DAMAGE,9.5,48.6
2026-03-16,quickplay,Europe,esperanca,All,해저드,TANK,4.1,51.0
2026-03-16,quickplay,Europe,colosseo,All,D.Va,TANK,9.6,46.3
2026-03-16,quickplay,Europe,colosseo,All,겐지,DAMAGE,9.8,52.3
2026-03-16,quickplay,Europe,colosseo,All,도미나,TANK,10.0,49.8
2026-03-16,quickplay,Europe,colosseo,All,둠피스트,TANK,7.5,50.4
2026-03-16,quickplay,Europe,colosseo,All,라마트라,TANK,7.9,48.3
2026-03-16,quickplay,Europe,colosseo,All,라이프위버,SUPPORT,9.8,46.6
2026-03-16,quickplay,Europe,colosseo,All,라인하르트,TANK,11.9,54.7
2026-03-16,quickplay,Europe,colosseo,All,레킹볼,TANK,3.6,52.7
2026-03-16,quickplay,Europe,colosseo,All,로드호그,TANK,8.4,47.0
2026-03-16,quickplay,Europe,colosseo,All,루시우,SUPPORT,6.7,55.3
2026-03-16,quickplay,Europe,colosseo,All,리퍼,DAMAGE,8.2,53.2
2026-03-16,quickplay,Europe,colosseo,All,마우가,TANK,6.7,52.0
2026-03-16,quickplay,Europe,colosseo,All,메르시,SUPPORT,24.2,49.7
2026-03-16,quickplay,Europe,colosseo,All,메이,DAMAGE,8.7,54.5
2026-03-16,quickplay,Europe,colosseo,All,모이라,SUPPORT,19.6,50.1
2026-03-16,quickplay,Europe,colosseo,All,미즈키,SUPPORT,19.8,53.7
2026-03-16,quickplay,Europe,colosseo,All,바스티온,DAMAGE,12.0,47.5
2026-03-16,quickplay,Europe,colosseo,All,바티스트,SUPPORT,4.9,44.7
2026-03-16,quickplay,Europe,colosseo,All,벤데타,DAMAGE,13.1,54.3
2026-03-16,quickplay,Europe,colosseo,All,벤처,DAMAGE,2.7,53.6
2026-03-16,quickplay,Europe,colosseo,All,브리기테,SUPPORT,4.1,52.9
2026-03-16,quickplay,Europe,colosseo,All,소전,DAMAGE,8.4,45.1
2026-03-16,quickplay,Europe,colosseo,All,솔저: 76,DAMAGE,14.8,49.4
2026-03-16,quickplay,Europe,colosseo,All,솜브라,DAMAGE,6.3,50.3
2026-03-16,quickplay,Europe,colosseo,All,시그마,TANK,8.3,49.9
2026-03-16,quickplay,Europe,colosseo,All,시메트라,DAMAGE,1.9,51.3
2026-03-16,quickplay,Europe,colosseo,All,아나,SUPPORT,23.3,45.1
2026-03-16,quickplay,Europe,colosseo,All,안란,DAMAGE,13.5,53.3
2026-03-16,quickplay,Europe,colosseo,All,애쉬,DAMAGE,14.0,47.8
2026-03-16,quickplay,Europe,colosseo,All,에코,DAMAGE,5.1,51.1
2026-03-16,quickplay,Europe,colosseo,All,엠레,DAMAGE,15.7,49.8
2026-03-16,quickplay,Europe,colosseo,All,오리사,TANK,9.1,46.2
2026-03-16,quickplay,Europe,colosseo,All,우양,SUPPORT,10.3,51.7
2026-03-16,quickplay,Europe,colosseo,All,위도우메이커,DAMAGE,11.9,44.1
2026-03-16,quickplay,Europe,colosseo,All,윈스턴,TANK,4.0,54.6
2026-03-16,quickplay,Europe,colosseo,All,일리아리,SUPPORT,7.8,51.5
2026-03-16,quickplay,Europe,colosseo,All,자리야,TANK,4.1,46.3
2026-03-16,quickplay,Europe,colosseo,All,정커퀸,TANK,5.2,52.6
2026-03-16,quickplay,Europe,colosseo,All,정크랫,DAMAGE,8.6,50.0
2026-03-16,quickplay,Europe,colosseo,All,제트팩 캣,SUPPORT,14.0,51.0
2026-03-16,quickplay,Europe,colosseo,All,젠야타,SUPPORT,12.1,54.4
2026-03-16,quickplay,Europe,colosseo,All,주노,SUPPORT,18.5,50.9
2026-03-16,quickplay,Europe,colosseo,All,캐서디,DAMAGE,14.9,47.3
2026-03-16,quickplay,Europe,colosseo,All,키리코,SUPPORT,25.0,46.7
2026-03-16,quickplay,Europe,colosseo,All,토르비욘,DAMAGE,3.8,54.9
2026-03-16,quickplay,Europe,colosseo,All,트레이서,DAMAGE,6.0,52.6
2026-03-16,quickplay,Europe,colosseo,All,파라,DAMAGE,3.7,50.9
2026-03-16,quickplay,Europe,colosseo,All,프레야,DAMAGE,6.3,45.0
2026-03-16,quickplay,Europe,colosseo,All,한조,DAMAGE,10.4,49.6
2026-03-16,quickplay,Europe,colosseo,All,해저드,TANK,3.7,52.7
2026-03-16,competitive,Europe,all-maps,All,D.Va,TANK,7.9,46.9
2026-03-16,competitive,Europe,all-maps,All,겐지,DAMAGE,10.6,51.9
2026-03-16,competitive,Europe,all-maps,All,도미나,TANK,5.6,52.2
2026-03-16,competitive,Europe,all-maps,All,둠피스트,TANK,5.6,51.1
2026-03-16,competitive,Europe,all-maps,All,라마트라,TANK,7.8,47.5
2026-03-16,competitive,Europe,all-maps,All,라이프위버,SUPPORT,7.1,46.7
2026-03-16,competitive,Europe,all-maps,All,라인하르트,TANK,12.6,51.8
2026-03-16,competitive,Europe,all-maps,All,레킹볼,TANK,2.8,50.7
2026-03-16,competitive,Europe,all-maps,All,로드호그,TANK,9.0,49.1
2026-03-16,competitive,Europe,all-maps,All,루시우,SUPPORT,7.8,51.2
2026-03-16,competitive,Europe,all-maps,All,리퍼,DAMAGE,12.1,51.3
2026-03-16,competitive,Europe,all-maps,All,마우가,TANK,5.3,49.2
2026-03-16,competitive,Europe,all-maps,All,메르시,SUPPORT,21.3,49.9
2026-03-16,competitive,Europe,all-maps,All,메이,DAMAGE,8.7,51.5
2026-03-16,competitive,Europe,all-maps,All,모이라,SUPPORT,26.5,47.7
2026-03-16,competitive,Europe,all-maps,All,미즈키,SUPPORT,18.6,53.1
2026-03-16,competitive,Europe,all-maps,All,바스티온,DAMAGE,15.5,47.4
2026-03-16,competitive,Europe,all-maps,All,바티스트,SUPPORT,7.5,45.4
2026-03-16,competitive,Europe,all-maps,All,벤데타,DAMAGE,4.3,53.5
2026-03-16,competitive,Europe,all-maps,All,벤처,DAMAGE,2.8,51.6
2026-03-16,competitive,Europe,all-maps,All,브리기테,SUPPORT,3.5,50.2
2026-03-16,competitive,Europe,all-maps,All,소전,DAMAGE,12.8,45.3
2026-03-16,competitive,Europe,all-maps,All,솔저: 76,DAMAGE,20.5,48.4
2026-03-16,competitive,Europe,all-maps,All,솜브라,DAMAGE,3.8,48.0
2026-03-16,competitive,Europe,all-maps,All,시그마,TANK,13.8,51.9
2026-03-16,competitive,Europe,all-maps,All,시메트라,DAMAGE,3.1,50.3
2026-03-16,competitive,Europe,all-maps,All,아나,SUPPORT,26.2,47.3
2026-03-16,competitive,Europe,all-maps,All,안란,DAMAGE,9.3,51.0
2026-03-16,competitive,Europe,all-maps,All,애쉬,DAMAGE,13.9,50.5
2026-03-16,competitive,Europe,all-maps,All,에코,DAMAGE,4.9,50.7
2026-03-16,competitive,Europe,all-maps,All,엠레,DAMAGE,16.1,50.1
2026-03-16,competitive,Europe,all-maps,All,오리사,TANK,11.8,45.4
2026-03-16,competitive,Europe,all-maps,All,우양,SUPPORT,7.7,51.3
2026-03-16,competitive,Europe,all-maps,All,위도우메이커,DAMAGE,5.4,50.6
2026-03-16,competitive,Europe,all-maps,All,윈스턴,TANK,5.6,49.9
2026-03-16,competitive,Europe,all-maps,All,일리아리,SUPPORT,11.2,52.4
2026-03-16,competitive,Europe,all-maps,All,자리야,TANK,5.6,47.3
2026-03-16,competitive,Europe,all-maps,All,정커퀸,TANK,3.7,51.1
2026-03-16,competitive,Europe,all-maps,All,정크랫,DAMAGE,9.8,48.5
2026-03-16,competitive,Europe,all-maps,All,제트팩 캣,SUPPORT,5.2,51.7
2026-03-16,competitive,Europe,all-maps,All,젠야타,SUPPORT,11.4,53.2
2026-03-16,competitive,Europe,all-maps,All,주노,SUPPORT,16.2,50.8
2026-03-16,competitive,Europe,all-maps,All,캐서디,DAMAGE,17.4,47.6
2026-03-16,competitive,Europe,all-maps,All,키리코,SUPPORT,30.0,46.8
2026-03-16,competitive,Europe,all-maps,All,토르비욘,DAMAGE,4.6,51.8
2026-03-16,competitive,Europe,all-maps,All,트레이서,DAMAGE,5.7,49.8
2026-03-16,competitive,Europe,all-maps,All,파라,DAMAGE,4.9,52.1
2026-03-16,competitive,Europe,all-maps,All,프레야,DAMAGE,4.3,46.1
2026-03-16,competitive,Europe,all-maps,All,한조,DAMAGE,9.4,50.3
2026-03-16,competitive,Europe,all-maps,All,해저드,TANK,2.8,53.3
2026-03-16,competitive,Europe,all-maps,Bronze,D.Va,TANK,12.3,46.4
2026-03-16,competitive,Europe,all-maps,Bronze,겐지,DAMAGE,8.0,51.9
2026-03-16,competitive,Europe,all-maps,Bronze,도미나,TANK,6.2,53.1
2026-03-16,competitive,Europe,all-maps,Bronze,둠피스트,TANK,3.7,52.3
2026-03-16,competitive,Europe,all-maps,Bronze,라마트라,TANK,9.6,49.3
2026-03-16,competitive,Europe,all-maps,Bronze,라이프위버,SUPPORT,7.2,46.5
2026-03-16,competitive,Europe,all-maps,Bronze,라인하르트,TANK,12.0,52.8
2026-03-16,competitive,Europe,all-maps,Bronze,레킹볼,TANK,1.9,52.0
2026-03-16,competitive,Europe,all-maps,Bronze,로드호그,TANK,6.9,46.5
2026-03-16,competitive,Europe,all-maps,Bronze,루시우,SUPPORT,9.7,49.5
2026-03-16,competitive,Europe,all-maps,Bronze,리퍼,DAMAGE,11.6,54.3
2026-03-16,competitive,Europe,all-maps,Bronze,마우가,TANK,6.9,46.9
2026-03-16,competitive,Europe,all-maps,Bronze,메르시,SUPPORT,26.4,47.8
2026-03-16,competitive,Europe,all-maps,Bronze,메이,DAMAGE,7.8,55.1
2026-03-16,competitive,Europe,all-maps,Bronze,모이라,SUPPORT,34.1,50.2
2026-03-16,competitive,Europe,all-maps,Bronze,미즈키,SUPPORT,19.0,54.2
2026-03-16,competitive,Europe,all-maps,Bronze,바스티온,DAMAGE,20.7,48.6
2026-03-16,competitive,Europe,all-maps,Bronze,바티스트,SUPPORT,5.4,44.4
2026-03-16,competitive,Europe,all-maps,Bronze,벤데타,DAMAGE,4.0,53.7
2026-03-16,competitive,Europe,all-maps,Bronze,벤처,DAMAGE,2.6,54.5
2026-03-16,competitive,Europe,all-maps,Bronze,브리기테,SUPPORT,3.2,52.2
2026-03-16,competitive,Europe,all-maps,Bronze,소전,DAMAGE,13.9,44.3
2026-03-16,competitive,Europe,all-maps,Bronze,솔저: 76,DAMAGE,19.3,49.1
2026-03-16,competitive,Europe,all-maps,Bronze,솜브라,DAMAGE,3.7,47.1
2026-03-16,competitive,Europe,all-maps,Bronze,시그마,TANK,13.6,53.7
2026-03-16,competitive,Europe,all-maps,Bronze,시메트라,DAMAGE,2.8,51.6
2026-03-16,competitive,Europe,all-maps,Bronze,아나,SUPPORT,13.1,46.1
2026-03-16,competitive,Europe,all-maps,Bronze,안란,DAMAGE,11.2,51.3
2026-03-16,competitive,Europe,all-maps,Bronze,애쉬,DAMAGE,12.3,49.7
2026-03-16,competitive,Europe,all-maps,Bronze,에코,DAMAGE,5.2,48.8
2026-03-16,competitive,Europe,all-maps,Bronze,엠레,DAMAGE,13.6,49.2
2026-03-16,competitive,Europe,all-maps,Bronze,오리사,TANK,15.3,46.1
2026-03-16,competitive,Europe,all-maps,Bronze,우양,SUPPORT,7.6,49.3
2026-03-16,competitive,Europe,all-maps,Bronze,위도우메이커,DAMAGE,6.1,47.3
2026-03-16,competitive,Europe,all-maps,Bronze,윈스턴,TANK,3.4,48.8
2026-03-16,competitive,Europe,all-maps,Bronze,일리아리,SUPPORT,11.2,52.8
2026-03-16,competitive,Europe,all-maps,Bronze,자리야,TANK,3.3,50.4
2026-03-16,competitive,Europe,all-maps,Bronze,정커퀸,TANK,3.1,51.9
2026-03-16,competitive,Europe,all-maps,Bronze,정크랫,DAMAGE,14.9,49.0
2026-03-16,competitive,Europe,all-maps,Bronze,제트팩 캣,SUPPORT,3.4,52.9
2026-03-16,competitive,Europe,all-maps,Bronze,젠야타,SUPPORT,12.2,52.0
2026-03-16,competitive,Europe,all-maps,Bronze,주노,SUPPORT,20.7,50.6
2026-03-16,competitive,Europe,all-maps,Bronze,캐서디,DAMAGE,11.4,49.5
2026-03-16,competitive,Europe,all-maps,Bronze,키리코,SUPPORT,26.8,47.6
2026-03-16,competitive,Europe,all-maps,Bronze,토르비욘,DAMAGE,5.2,50.7
2026-03-16,competitive,Europe,all-maps,Bronze,트레이서,DAMAGE,4.1,49.3
2026-03-16,competitive,Europe,all-maps,Bronze,파라,DAMAGE,6.9,51.1
2026-03-16,competitive,Europe,all-maps,Bronze,프레야,DAMAGE,5.4,44.8
2026-03-16,competitive,Europe,all-maps,Bronze,한조,DAMAGE,9.5,49.1
2026-03-16,competitive,Europe,all-maps,Bronze,해저드,TANK,1.9,51.1
2026-03-16,competitive,Europe,all-maps,Silver,D.Va,TANK,9.1,45.3
2026-03-16,competitive,Europe,all-maps,Silver,겐지,DAMAGE,8.2,52.0
2026-03-16,competitive,Europe,all-maps,Silver,도미나,TANK,5.7,52.0
2026-03-16,competitive,Europe,all-maps,Silver,둠피스트,TANK,4.2,51.7
2026-03-16,competitive,Europe,all-maps,Silver,라마트라,TANK,9.3,48.9
2026-03-16,competitive,Europe,all-maps,Silver,라이프위버,SUPPORT,7.1,47.0
2026-03-16,competitive,Europe,all-maps,Silver,라인하르트,TANK,13.5,52.5
2026-03-16,competitive,Europe,all-maps,Silver,레킹볼,TANK,1.8,51.2
2026-03-16,competitive,Europe,all-maps,Silver,로드호그,TANK,7.8,47.9
2026-03-16,competitive,Europe,all-maps,Silver,루시우,SUPPORT,9.6,51.3
2026-03-16,competitive,Europe,all-maps,Silver,리퍼,DAMAGE,13.6,53.0
2026-03-16,competitive,Europe,all-maps,Silver,마우가,TANK,6.2,49.5
2026-03-16,competitive,Europe,all-maps,Silver,메르시,SUPPORT,23.4,47.8
2026-03-16,competitive,Europe,all-maps,Silver,메이,DAMAGE,9.1,52.2
2026-03-16,competitive,Europe,all-maps,Silver,모이라,SUPPORT,33.5,48.6
2026-03-16,competitive,Europe,all-maps,Silver,미즈키,SUPPORT,20.5,53.7
2026-03-16,competitive,Europe,all-maps,Silver,바스티온,DAMAGE,19.3,47.9
2026-03-16,competitive,Europe,all-maps,Silver,바티스트,SUPPORT,6.0,44.8
2026-03-16,competitive,Europe,all-maps,Silver,벤데타,DAMAGE,4.6,54.1
2026-03-16,competitive,Europe,all-maps,Silver,벤처,DAMAGE,2.8,51.8
2026-03-16,competitive,Europe,all-maps,Silver,브리기테,SUPPORT,3.3,50.6
2026-03-16,competitive,Europe,all-maps,Silver,소전,DAMAGE,12.3,44.6
2026-03-16,competitive,Europe,all-maps,Silver,솔저: 76,DAMAGE,21.1,48.4
2026-03-16,competitive,Europe,all-maps,Silver,솜브라,DAMAGE,3.7,48.9
2026-03-16,competitive,Europe,all-maps,Silver,시그마,TANK,14.1,51.7
2026-03-16,competitive,Europe,all-maps,Silver,시메트라,DAMAGE,3.2,50.4
2026-03-16,competitive,Europe,all-maps,Silver,아나,SUPPORT,18.0,47.1
2026-03-16,competitive,Europe,all-maps,Silver,안란,DAMAGE,10.7,50.7
2026-03-16,competitive,Europe,all-maps,Silver,애쉬,DAMAGE,12.5,49.9
2026-03-16,competitive,Europe,all-maps,Silver,에코,DAMAGE,4.6,49.8
2026-03-16,competitive,Europe,all-maps,Silver,엠레,DAMAGE,14.2,49.4
2026-03-16,competitive,Europe,all-maps,Silver,오리사,TANK,14.1,46.0
2026-03-16,competitive,Europe,all-maps,Silver,우양,SUPPORT,7.2,50.5
2026-03-16,competitive,Europe,all-maps,Silver,위도우메이커,DAMAGE,5.0,48.7
2026-03-16,competitive,Europe,all-maps,Silver,윈스턴,TANK,4.3,49.7
2026-03-16,competitive,Europe,all-maps,Silver,일리아리,SUPPORT,11.7,51.5
2026-03-16,competitive,Europe,all-maps,Silver,자리야,TANK,4.6,50.0
2026-03-16,competitive,Europe,all-maps,Silver,정커퀸,TANK,3.1,51.1
2026-03-16,competitive,Europe,all-maps,Silver,정크랫,DAMAGE,13.1,48.0
2026-03-16,competitive,Europe,all-maps,Silver,제트팩 캣,SUPPORT,4.2,51.3
2026-03-16,competitive,Europe,all-maps,Silver,젠야타,SUPPORT,11.6,53.3
2026-03-16,competitive,Europe,all-maps,Silver,주노,SUPPORT,16.8,50.2
2026-03-16,competitive,Europe,all-maps,Silver,캐서디,DAMAGE,13.1,49.0
2026-03-16,competitive,Europe,all-maps,Silver,키리코,SUPPORT,27.1,47.7
2026-03-16,competitive,Europe,all-maps,Silver,토르비욘,DAMAGE,5.2,52.0
2026-03-16,competitive,Europe,all-maps,Silver,트레이서,DAMAGE,3.9,49.0
2026-03-16,competitive,Europe,all-maps,Silver,파라,DAMAGE,5.9,51.3
2026-03-16,competitive,Europe,all-maps,Silver,프레야,DAMAGE,4.6,45.8
2026-03-16,competitive,Europe,all-maps,Silver,한조,DAMAGE,9.4,50.0
2026-03-16,competitive,Europe,all-maps,Silver,해저드,TANK,2.1,51.4
2026-03-16,competitive,Europe,all-maps,Gold,D.Va,TANK,7.6,46.8
2026-03-16,competitive,Europe,all-maps,Gold,겐지,DAMAGE,9.6,52.6
2026-03-16,competitive,Europe,all-maps,Gold,도미나,TANK,5.5,52.1
2026-03-16,competitive,Europe,all-maps,Gold,둠피스트,TANK,4.9,52.2
2026-03-16,competitive,Europe,all-maps,Gold,라마트라,TANK,8.8,47.6
2026-03-16,competitive,Europe,all-maps,Gold,라이프위버,SUPPORT,7.6,46.6
2026-03-16,competitive,Europe,all-maps,Gold,라인하르트,TANK,13.3,52.0
2026-03-16,competitive,Europe,all-maps,Gold,레킹볼,TANK,2.2,50.5
2026-03-16,competitive,Europe,all-maps,Gold,로드호그,TANK,8.7,48.6
2026-03-16,competitive,Europe,all-maps,Gold,루시우,SUPPORT,7.8,51.2
2026-03-16,competitive,Europe,all-maps,Gold,리퍼,DAMAGE,13.3,51.3
2026-03-16,competitive,Europe,all-maps,Gold,마우가,TANK,5.6,49.1
2026-03-16,competitive,Europe,all-maps,Gold,메르시,SUPPORT,21.6,49.8
2026-03-16,competitive,Europe,all-maps,Gold,메이,DAMAGE,9.6,51.6
2026-03-16,competitive,Europe,all-maps,Gold,모이라,SUPPORT,29.6,47.6
2026-03-16,competitive,Europe,all-maps,Gold,미즈키,SUPPORT,19.9,53.4
2026-03-16,competitive,Europe,all-maps,Gold,바스티온,DAMAGE,16.7,47.3
