date,game_mode,region,map,tier,hero,role,pick_rate,win_rate
2026-03-16,competitive,Europe,circuit-royal,Gold,둠피스트,TANK,4.1,53.8
2026-03-16,competitive,Europe,circuit-royal,Gold,라마트라,TANK,9.3,46.6
2026-03-16,competitive,Europe,circuit-royal,Gold,라이프위버,SUPPORT,8.1,48.0
2026-03-16,competitive,Europe,circuit-royal,Gold,라인하르트,TANK,13.2,52.3
2026-03-16,competitive,Europe,circuit-royal,Gold,레킹볼,TANK,2.0,53.3
2026-03-16,competitive,Europe,circuit-royal,Gold,로드호그,TANK,6.7,44.5
2026-03-16,competitive,Europe,circuit-royal,Gold,루시우,SUPPORT,5.2,47.9
2026-03-16,competitive,Europe,circuit-royal,Gold,리퍼,DAMAGE,10.1,49.2
2026-03-16,competitive,Europe,circuit-royal,Gold,마우가,TANK,5.2,48.5
2026-03-16,competitive,Europe,circuit-royal,Gold,메르시,SUPPORT,23.2,52.0
2026-03-16,competitive,Europe,circuit-royal,Gold,메이,DAMAGE,9.4,52.4
2026-03-16,competitive,Europe,circuit-royal,Gold,모이라,SUPPORT,26.9,46.4
2026-03-16,competitive,Europe,circuit-royal,Gold,미즈키,SUPPORT,18.7,55.4
2026-03-16,competitive,Europe,circuit-royal,Gold,바스티온,DAMAGE,19.4,48.6
2026-03-16,competitive,Europe,circuit-royal,Gold,바티스트,SUPPORT,7.3,47.6
2026-03-16,competitive,Europe,circuit-royal,Gold,벤데타,DAMAGE,3.6,51.1
2026-03-16,competitive,Europe,circuit-royal,Gold,벤처,DAMAGE,2.3,50.3
2026-03-16,competitive,Europe,circuit-royal,Gold,브리기테,SUPPORT,2.2,45.7
2026-03-16,competitive,Europe,circuit-royal,Gold,소전,DAMAGE,12.6,44.5
2026-03-16,competitive,Europe,circuit-royal,Gold,솔저: 76,DAMAGE,22.1,47.7
2026-03-16,competitive,Europe,circuit-royal,Gold,솜브라,DAMAGE,3.3,50.0
2026-03-16,competitive,Europe,circuit-royal,Gold,시그마,TANK,19.0,56.4
2026-03-16,competitive,Europe,circuit-royal,Gold,시메트라,DAMAGE,2.4,43.8
2026-03-16,competitive,Europe,circuit-royal,Gold,아나,SUPPORT,28.0,47.8
2026-03-16,competitive,Europe,circuit-royal,Gold,안란,DAMAGE,7.7,50.3
2026-03-16,competitive,Europe,circuit-royal,Gold,애쉬,DAMAGE,18.6,53.8
2026-03-16,competitive,Europe,circuit-royal,Gold,에코,DAMAGE,4.0,51.1
2026-03-16,competitive,Europe,circuit-royal,Gold,엠레,DAMAGE,16.8,49.6
2026-03-16,competitive,Europe,circuit-royal,Gold,오리사,TANK,12.8,46.1
2026-03-16,competitive,Europe,circuit-royal,Gold,우양,SUPPORT,7.0,52.1
2026-03-16,competitive,Europe,circuit-royal,Gold,위도우메이커,DAMAGE,8.0,53.4
2026-03-16,competitive,Europe,circuit-royal,Gold,윈스턴,TANK,4.2,47.0
2026-03-16,competitive,Europe,circuit-royal,Gold,일리아리,SUPPORT,11.9,51.6
2026-03-16,competitive,Europe,circuit-royal,Gold,자리야,TANK,5.6,46.2
2026-03-16,competitive,Europe,circuit-royal,Gold,정커퀸,TANK,2.8,52.9
2026-03-16,competitive,Europe,circuit-royal,Gold,정크랫,DAMAGE,9.7,47.9
2026-03-16,competitive,Europe,circuit-royal,Gold,제트팩 캣,SUPPORT,4.2,52.0
2026-03-16,competitive,Europe,circuit-royal,Gold,젠야타,SUPPORT,11.9,54.7
2026-03-16,competitive,Europe,circuit-royal,Gold,주노,SUPPORT,16.8,52.6
2026-03-16,competitive,Europe,circuit-royal,Gold,캐서디,DAMAGE,14.0,49.5
2026-03-16,competitive,Europe,circuit-royal,Gold,키리코,SUPPORT,28.5,46.1
2026-03-16,competitive,Europe,circuit-royal,Gold,토르비욘,DAMAGE,5.2,54.1
2026-03-16,competitive,Europe,circuit-royal,Gold,트레이서,DAMAGE,3.1,45.9
2026-03-16,competitive,Europe,circuit-royal,Gold,파라,DAMAGE,3.9,49.8
2026-03-16,competitive,Europe,circuit-royal,Gold,프레야,DAMAGE,4.7,49.4
2026-03-16,competitive,Europe,circuit-royal,Gold,한조,DAMAGE,10.4,52.6
2026-03-16,competitive,Europe,circuit-royal,Gold,해저드,TANK,1.8,47.9
2026-03-16,competitive,Europe,circuit-royal,Platinum,D.Va,TANK,5.8,46.1
2026-03-16,competitive,Europe,circuit-royal,Platinum,겐지,DAMAGE,10.7,50.8
2026-03-16,competitive,Europe,circuit-royal,Platinum,도미나,TANK,6.3,56.0
2026-03-16,competitive,Europe,circuit-royal,Platinum,둠피스트,TANK,5.1,52.1
2026-03-16,competitive,Europe,circuit-royal,Platinum,라마트라,TANK,7.8,46.8
2026-03-16,competitive,Europe,circuit-royal,Platinum,라이프위버,SUPPORT,8.0,47.7
2026-03-16,competitive,Europe,circuit-royal,Platinum,라인하르트,TANK,12.2,50.8
2026-03-16,competitive,Europe,circuit-royal,Platinum,레킹볼,TANK,2.7,51.4
2026-03-16,competitive,Europe,circuit-royal,Platinum,로드호그,TANK,6.9,45.6
2026-03-16,competitive,Europe,circuit-royal,Platinum,루시우,SUPPORT,3.7,46.2
2026-03-16,competitive,Europe,circuit-royal,Platinum,리퍼,DAMAGE,7.9,46.7
2026-03-16,competitive,Europe,circuit-royal,Platinum,마우가,TANK,4.2,49.7
2026-03-16,competitive,Europe,circuit-royal,Platinum,메르시,SUPPORT,21.2,52.7
2026-03-16,competitive,Europe,circuit-royal,Platinum,메이,DAMAGE,8.6,51.2
2026-03-16,competitive,Europe,circuit-royal,Platinum,모이라,SUPPORT,19.7,45.0
2026-03-16,competitive,Europe,circuit-royal,Platinum,미즈키,SUPPORT,15.2,54.8
2026-03-16,competitive,Europe,circuit-royal,Platinum,바스티온,DAMAGE,16.5,48.4
2026-03-16,competitive,Europe,circuit-royal,Platinum,바티스트,SUPPORT,9.0,46.3
2026-03-16,competitive,Europe,circuit-royal,Platinum,벤데타,DAMAGE,3.3,54.1
2026-03-16,competitive,Europe,circuit-royal,Platinum,벤처,DAMAGE,1.9,52.4
2026-03-16,competitive,Europe,circuit-royal,Platinum,브리기테,SUPPORT,2.0,47.7
2026-03-16,competitive,Europe,circuit-royal,Platinum,소전,DAMAGE,14.6,47.5
2026-03-16,competitive,Europe,circuit-royal,Platinum,솔저: 76,DAMAGE,20.8,47.3
2026-03-16,competitive,Europe,circuit-royal,Platinum,솜브라,DAMAGE,3.3,50.2
2026-03-16,competitive,Europe,circuit-royal,Platinum,시그마,TANK,21.3,57.2
2026-03-16,competitive,Europe,circuit-royal,Platinum,시메트라,DAMAGE,2.2,48.1
2026-03-16,competitive,Europe,circuit-royal,Platinum,아나,SUPPORT,36.5,48.8
2026-03-16,competitive,Europe,circuit-royal,Platinum,안란,DAMAGE,6.3,49.2
2026-03-16,competitive,Europe,circuit-royal,Platinum,애쉬,DAMAGE,21.2,53.8
2026-03-16,competitive,Europe,circuit-royal,Platinum,에코,DAMAGE,4.4,54.2
2026-03-16,competitive,Europe,circuit-royal,Platinum,엠레,DAMAGE,19.5,51.6
2026-03-16,competitive,Europe,circuit-royal,Platinum,오리사,TANK,10.6,44.2
2026-03-16,competitive,Europe,circuit-royal,Platinum,우양,SUPPORT,7.8,53.4
2026-03-16,competitive,Europe,circuit-royal,Platinum,위도우메이커,DAMAGE,10.1,56.6
2026-03-16,competitive,Europe,circuit-royal,Platinum,윈스턴,TANK,5.1,45.2
2026-03-16,competitive,Europe,circuit-royal,Platinum,일리아리,SUPPORT,11.8,52.7
2026-03-16,competitive,Europe,circuit-royal,Platinum,자리야,TANK,6.5,45.5
2026-03-16,competitive,Europe,circuit-royal,Platinum,정커퀸,TANK,3.4,51.5
2026-03-16,competitive,Europe,circuit-royal,Platinum,정크랫,DAMAGE,7.0,47.8
2026-03-16,competitive,Europe,circuit-royal,Platinum,제트팩 캣,SUPPORT,5.3,48.8
2026-03-16,competitive,Europe,circuit-royal,Platinum,젠야타,SUPPORT,13.2,55.3
2026-03-16,competitive,Europe,circuit-royal,Platinum,주노,SUPPORT,16.3,52.3
2026-03-16,competitive,Europe,circuit-royal,Platinum,캐서디,DAMAGE,15.3,46.6
2026-03-16,competitive,Europe,circuit-royal,Platinum,키리코,SUPPORT,30.4,46.2
2026-03-16,competitive,Europe,circuit-royal,Platinum,토르비욘,DAMAGE,4.3,50.8
2026-03-16,competitive,Europe,circuit-royal,Platinum,트레이서,DAMAGE,3.3,46.1
2026-03-16,competitive,Europe,circuit-royal,Platinum,파라,DAMAGE,3.1,50.4
2026-03-16,competitive,Europe,circuit-royal,Platinum,프레야,DAMAGE,4.6,46.6
2026-03-16,competitive,Europe,circuit-royal,Platinum,한조,DAMAGE,11.0,51.9
2026-03-16,competitive,Europe,circuit-royal,Platinum,해저드,TANK,2.0,52.3
2026-03-16,competitive,Europe,circuit-royal,Diamond,D.Va,TANK,5.3,45.1
2026-03-16,competitive,Europe,circuit-royal,Diamond,겐지,DAMAGE,12.4,50.8
2026-03-16,competitive,Europe,circuit-royal,Diamond,도미나,TANK,7.2,57.5
2026-03-16,competitive,Europe,circuit-royal,Diamond,둠피스트,TANK,6.6,47.7
2026-03-16,competitive,Europe,circuit-royal,Diamond,라마트라,TANK,6.4,45.5
2026-03-16,competitive,Europe,circuit-royal,Diamond,라이프위버,SUPPORT,6.4,47.6
2026-03-16,competitive,Europe,circuit-royal,Diamond,라인하르트,TANK,10.1,52.4
2026-03-16,competitive,Europe,circuit-royal,Diamond,레킹볼,TANK,4.1,51.2
2026-03-16,competitive,Europe,circuit-royal,Diamond,로드호그,TANK,6.4,47.4
2026-03-16,competitive,Europe,circuit-royal,Diamond,루시우,SUPPORT,2.6,46.5
2026-03-16,competitive,Europe,circuit-royal,Diamond,리퍼,DAMAGE,4.6,47.5
2026-03-16,competitive,Europe,circuit-royal,Diamond,마우가,TANK,3.5,48.2
2026-03-16,competitive,Europe,circuit-royal,Diamond,메르시,SUPPORT,19.9,51.0
2026-03-16,competitive,Europe,circuit-royal,Diamond,메이,DAMAGE,7.3,52.3
2026-03-16,competitive,Europe,circuit-royal,Diamond,모이라,SUPPORT,11.4,45.2
2026-03-16,competitive,Europe,circuit-royal,Diamond,미즈키,SUPPORT,11.6,51.7
2026-03-16,competitive,Europe,circuit-royal,Diamond,바스티온,DAMAGE,13.0,47.8
2026-03-16,competitive,Europe,circuit-royal,Diamond,바티스트,SUPPORT,10.0,47.7
2026-03-16,competitive,Europe,circuit-royal,Diamond,벤데타,DAMAGE,3.1,52.2
2026-03-16,competitive,Europe,circuit-royal,Diamond,벤처,DAMAGE,1.9,49.1
2026-03-16,competitive,Europe,circuit-royal,Diamond,브리기테,SUPPORT,2.4,53.9
2026-03-16,competitive,Europe,circuit-royal,Diamond,소전,DAMAGE,18.7,46.6
2026-03-16,competitive,Europe,circuit-royal,Diamond,솔저: 76,DAMAGE,18.3,49.9
2026-03-16,competitive,Europe,circuit-royal,Diamond,솜브라,DAMAGE,3.6,45.6
2026-03-16,competitive,Europe,circuit-royal,Diamond,시그마,TANK,23.6,58.6
2026-03-16,competitive,Europe,circuit-royal,Diamond,시메트라,DAMAGE,1.7,48.1
2026-03-16,competitive,Europe,circuit-royal,Diamond,아나,SUPPORT,44.6,49.1
2026-03-16,competitive,Europe,circuit-royal,Diamond,안란,DAMAGE,4.8,48.9
2026-03-16,competitive,Europe,circuit-royal,Diamond,애쉬,DAMAGE,22.0,55.0
2026-03-16,competitive,Europe,circuit-royal,Diamond,에코,DAMAGE,4.8,53.0
2026-03-16,competitive,Europe,circuit-royal,Diamond,엠레,DAMAGE,21.8,50.6
2026-03-16,competitive,Europe,circuit-royal,Diamond,오리사,TANK,8.0,43.5
2026-03-16,competitive,Europe,circuit-royal,Diamond,우양,SUPPORT,9.4,51.6
2026-03-16,competitive,Europe,circuit-royal,Diamond,위도우메이커,DAMAGE,12.1,55.2
2026-03-16,competitive,Europe,circuit-royal,Diamond,윈스턴,TANK,6.8,44.3
2026-03-16,competitive,Europe,circuit-royal,Diamond,일리아리,SUPPORT,13.1,54.4
2026-03-16,competitive,Europe,circuit-royal,Diamond,자리야,TANK,6.5,45.8
2026-03-16,competitive,Europe,circuit-royal,Diamond,정커퀸,TANK,3.1,45.8
2026-03-16,competitive,Europe,circuit-royal,Diamond,정크랫,DAMAGE,4.3,48.3
2026-03-16,competitive,Europe,circuit-royal,Diamond,제트팩 캣,SUPPORT,6.3,51.7
2026-03-16,competitive,Europe,circuit-royal,Diamond,젠야타,SUPPORT,15.3,53.9
2026-03-16,competitive,Europe,circuit-royal,Diamond,주노,SUPPORT,15.7,52.8
2026-03-16,competitive,Europe,circuit-royal,Diamond,캐서디,DAMAGE,16.0,45.3
2026-03-16,competitive,Europe,circuit-royal,Diamond,키리코,SUPPORT,31.2,45.6
2026-03-16,competitive,Europe,circuit-royal,Diamond,토르비욘,DAMAGE,3.7,52.7
2026-03-16,competitive,Europe,circuit-royal,Diamond,트레이서,DAMAGE,4.3,50.0
2026-03-16,competitive,Europe,circuit-royal,Diamond,파라,DAMAGE,3.4,48.4
2026-03-16,competitive,Europe,circuit-royal,Diamond,프레야,DAMAGE,5.7,47.1
2026-03-16,competitive,Europe,circuit-royal,Diamond,한조,DAMAGE,12.6,50.7
2026-03-16,competitive,Europe,circuit-royal,Diamond,해저드,TANK,2.4,47.7
2026-03-16,competitive,Europe,circuit-royal,Master,D.Va,TANK,4.3,46.5
2026-03-16,competitive,Europe,circuit-royal,Master,겐지,DAMAGE,12.5,45.7
2026-03-16,competitive,Europe,circuit-royal,Master,도미나,TANK,10.4,55.8
2026-03-16,competitive,Europe,circuit-royal,Master,둠피스트,TANK,7.2,43.1
2026-03-16,competitive,Europe,circuit-royal,Master,라마트라,TANK,5.5,45.7
2026-03-16,competitive,Europe,circuit-royal,Master,라이프위버,SUPPORT,4.4,53.0
2026-03-16,competitive,Europe,circuit-royal,Master,라인하르트,TANK,7.6,47.2
2026-03-16,competitive,Europe,circuit-royal,Master,레킹볼,TANK,4.7,49.3
2026-03-16,competitive,Europe,circuit-royal,Master,로드호그,TANK,5.1,39.6
2026-03-16,competitive,Europe,circuit-royal,Master,루시우,SUPPORT,2.9,47.5
2026-03-16,competitive,Europe,circuit-royal,Master,리퍼,DAMAGE,3.0,54.5
2026-03-16,competitive,Europe,circuit-royal,Master,마우가,TANK,3.2,48.3
2026-03-16,competitive,Europe,circuit-royal,Master,메르시,SUPPORT,18.4,50.8
2026-03-16,competitive,Europe,circuit-royal,Master,메이,DAMAGE,5.6,49.6
2026-03-16,competitive,Europe,circuit-royal,Master,모이라,SUPPORT,6.1,46.0
2026-03-16,competitive,Europe,circuit-royal,Master,미즈키,SUPPORT,8.5,53.2
2026-03-16,competitive,Europe,circuit-royal,Master,바스티온,DAMAGE,10.3,53.5
2026-03-16,competitive,Europe,circuit-royal,Master,바티스트,SUPPORT,12.4,48.9
2026-03-16,competitive,Europe,circuit-royal,Master,벤데타,DAMAGE,3.0,53.0
2026-03-16,competitive,Europe,circuit-royal,Master,벤처,DAMAGE,2.0,44.5
2026-03-16,competitive,Europe,circuit-royal,Master,브리기테,SUPPORT,2.9,39.0
2026-03-16,competitive,Europe,circuit-royal,Master,소전,DAMAGE,28.8,49.0
2026-03-16,competitive,Europe,circuit-royal,Master,솔저: 76,DAMAGE,14.9,50.2
2026-03-16,competitive,Europe,circuit-royal,Master,솜브라,DAMAGE,2.2,56.7
2026-03-16,competitive,Europe,circuit-royal,Master,시그마,TANK,28.9,60.7
2026-03-16,competitive,Europe,circuit-royal,Master,시메트라,DAMAGE,1.7,53.7
2026-03-16,competitive,Europe,circuit-royal,Master,아나,SUPPORT,46.3,47.9
2026-03-16,competitive,Europe,circuit-royal,Master,안란,DAMAGE,2.2,45.2
2026-03-16,competitive,Europe,circuit-royal,Master,애쉬,DAMAGE,22.2,50.4
2026-03-16,competitive,Europe,circuit-royal,Master,에코,DAMAGE,5.1,50.1
2026-03-16,competitive,Europe,circuit-royal,Master,엠레,DAMAGE,25.0,52.5
2026-03-16,competitive,Europe,circuit-royal,Master,오리사,TANK,5.9,46.6
2026-03-16,competitive,Europe,circuit-royal,Master,우양,SUPPORT,13.1,53.5
2026-03-16,competitive,Europe,circuit-royal,Master,위도우메이커,DAMAGE,12.7,60.3
2026-03-16,competitive,Europe,circuit-royal,Master,윈스턴,TANK,6.0,44.7
2026-03-16,competitive,Europe,circuit-royal,Master,일리아리,SUPPORT,16.7,56.1
2026-03-16,competitive,Europe,circuit-royal,Master,자리야,TANK,6.2,50.9
2026-03-16,competitive,Europe,circuit-royal,Master,정커퀸,TANK,3.1,44.0
2026-03-16,competitive,Europe,circuit-royal,Master,정크랫,DAMAGE,3.5,39.1
2026-03-16,competitive,Europe,circuit-royal,Master,제트팩 캣,SUPPORT,6.1,43.9
2026-03-16,competitive,Europe,circuit-royal,Master,젠야타,SUPPORT,17.7,56.4
2026-03-16,competitive,Europe,circuit-royal,Master,주노,SUPPORT,15.8,51.7
2026-03-16,competitive,Europe,circuit-royal,Master,캐서디,DAMAGE,13.6,46.2
2026-03-16,competitive,Europe,circuit-royal,Master,키리코,SUPPORT,28.7,43.2
2026-03-16,competitive,Europe,circuit-royal,Master,토르비욘,DAMAGE,3.7,46.0
2026-03-16,competitive,Europe,circuit-royal,Master,트레이서,DAMAGE,5.2,47.8
2026-03-16,competitive,Europe,circuit-royal,Master,파라,DAMAGE,4.1,52.2
2026-03-16,competitive,Europe,circuit-royal,Master,프레야,DAMAGE,8.1,45.3
2026-03-16,competitive,Europe,circuit-royal,Master,한조,DAMAGE,10.6,50.9
2026-03-16,competitive,Europe,circuit-royal,Master,해저드,TANK,1.9,47.6
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,D.Va,TANK,6.1,66.9
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,겐지,DAMAGE,10.9,46.9
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,도미나,TANK,14.6,51.1
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,둠피스트,TANK,3.9,28.8
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,라마트라,TANK,7.2,46.9
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,라이프위버,SUPPORT,3.2,29.3
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,라인하르트,TANK,6.8,53.0
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,레킹볼,TANK,5.2,39.3
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,로드호그,TANK,5.4,33.1
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,루시우,SUPPORT,3.7,43.3
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,리퍼,DAMAGE,3.3,56.3
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,마우가,TANK,2.7,29.8
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,메르시,SUPPORT,16.4,56.0
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,메이,DAMAGE,5.8,52.3
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,모이라,SUPPORT,1.5,10.6
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,미즈키,SUPPORT,3.6,42.7
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,바스티온,DAMAGE,10.2,54.2
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,바티스트,SUPPORT,26.5,51.9
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,벤데타,DAMAGE,2.4,33.3
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,벤처,DAMAGE,3.2,45.0
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,브리기테,SUPPORT,2.0,55.5
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,소전,DAMAGE,33.2,48.0
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,솔저: 76,DAMAGE,8.4,57.4
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,솜브라,DAMAGE,1.3,38.2
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,시그마,TANK,32.5,71.4
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,시메트라,DAMAGE,4.3,64.5
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,아나,SUPPORT,35.7,53.5
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,안란,DAMAGE,0.6,86.2
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,애쉬,DAMAGE,16.1,46.7
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,에코,DAMAGE,9.9,51.4
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,엠레,DAMAGE,36.9,50.7
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,오리사,TANK,3.8,36.9
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,우양,SUPPORT,15.2,49.3
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,위도우메이커,DAMAGE,8.9,52.0
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,윈스턴,TANK,4.0,50.0
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,일리아리,SUPPORT,27.7,53.7
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,자리야,TANK,5.2,21.2
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,정커퀸,TANK,1.2,53.5
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,정크랫,DAMAGE,3.3,56.9
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,제트팩 캣,SUPPORT,4.8,49.1
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,젠야타,SUPPORT,18.3,47.1
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,주노,SUPPORT,19.6,51.4
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,캐서디,DAMAGE,5.8,42.9
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,키리코,SUPPORT,21.7,44.5
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,토르비욘,DAMAGE,4.0,59.3
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,트레이서,DAMAGE,5.1,50.8
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,파라,DAMAGE,3.1,48.2
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,프레야,DAMAGE,11.5,49.2
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,한조,DAMAGE,12.1,40.5
2026-03-16,competitive,Europe,circuit-royal,Grandmaster,해저드,TANK,1.6,39.7
2026-03-16,competitive,Europe,junkertown,All,D.Va,TANK,8.4,48.7
2026-03-16,competitive,Europe,junkertown,All,겐지,DAMAGE,9.6,52.4
2026-03-16,competitive,Europe,junkertown,All,도미나,TANK,5.8,53.2
2026-03-16,competitive,Europe,junkertown,All,둠피스트,TANK,4.6,51.5
2026-03-16,competitive,Europe,junkertown,All,라마트라,TANK,7.8,47.7
2026-03-16,competitive,Europe,junkertown,All,라이프위버,SUPPORT,7.7,49.0
2026-03-16,competitive,Europe,junkertown,All,라인하르트,TANK,10.9,50.8
2026-03-16,competitive,Europe,junkertown,All,레킹볼,TANK,2.9,57.1
2026-03-16,competitive,Europe,junkertown,All,로드호그,TANK,8.5,49.3
2026-03-16,competitive,Europe,junkertown,All,루시우,SUPPORT,5.1,47.5
2026-03-16,competitive,Europe,junkertown,All,리퍼,DAMAGE,10.9,50.9
2026-03-16,competitive,Europe,junkertown,All,마우가,TANK,5.5,51.4
2026-03-16,competitive,Europe,junkertown,All,메르시,SUPPORT,22.0,51.0
2026-03-16,competitive,Europe,junkertown,All,메이,DAMAGE,7.9,51.1
2026-03-16,competitive,Europe,junkertown,All,모이라,SUPPORT,26.1,46.7
2026-03-16,competitive,Europe,junkertown,All,미즈키,SUPPORT,16.7,53.1
2026-03-16,competitive,Europe,junkertown,All,바스티온,DAMAGE,16.6,46.6
2026-03-16,competitive,Europe,junkertown,All,바티스트,SUPPORT,7.5,45.0
2026-03-16,competitive,Europe,junkertown,All,벤데타,DAMAGE,3.7,54.5
2026-03-16,competitive,Europe,junkertown,All,벤처,DAMAGE,2.2,52.3
2026-03-16,competitive,Europe,junkertown,All,브리기테,SUPPORT,2.9,50.8
2026-03-16,competitive,Europe,junkertown,All,소전,DAMAGE,12.6,45.5
2026-03-16,competitive,Europe,junkertown,All,솔저: 76,DAMAGE,22.6,49.5
2026-03-16,competitive,Europe,junkertown,All,솜브라,DAMAGE,4.2,46.5
2026-03-16,competitive,Europe,junkertown,All,시그마,TANK,15.9,51.4
2026-03-16,competitive,Europe,junkertown,All,시메트라,DAMAGE,2.0,44.5
2026-03-16,competitive,Europe,junkertown,All,아나,SUPPORT,29.4,48.6
2026-03-16,competitive,Europe,junkertown,All,안란,DAMAGE,8.1,52.5
2026-03-16,competitive,Europe,junkertown,All,애쉬,DAMAGE,17.9,53.0
2026-03-16,competitive,Europe,junkertown,All,에코,DAMAGE,3.8,51.2
2026-03-16,competitive,Europe,junkertown,All,엠레,DAMAGE,17.3,51.7
2026-03-16,competitive,Europe,junkertown,All,오리사,TANK,12.3,46.0
2026-03-16,competitive,Europe,junkertown,All,우양,SUPPORT,7.7,53.1
2026-03-16,competitive,Europe,junkertown,All,위도우메이커,DAMAGE,9.5,52.9
2026-03-16,competitive,Europe,junkertown,All,윈스턴,TANK,6.3,49.7
2026-03-16,competitive,Europe,junkertown,All,일리아리,SUPPORT,11.4,53.5
2026-03-16,competitive,Europe,junkertown,All,자리야,TANK,4.9,47.8
2026-03-16,competitive,Europe,junkertown,All,정커퀸,TANK,3.7,51.7
2026-03-16,competitive,Europe,junkertown,All,정크랫,DAMAGE,8.0,45.5
2026-03-16,competitive,Europe,junkertown,All,제트팩 캣,SUPPORT,4.4,50.8
2026-03-16,competitive,Europe,junkertown,All,젠야타,SUPPORT,12.5,53.5
2026-03-16,competitive,Europe,junkertown,All,주노,SUPPORT,16.3,50.4
2026-03-16,competitive,Europe,junkertown,All,캐서디,DAMAGE,16.3,49.3
2026-03-16,competitive,Europe,junkertown,All,키리코,SUPPORT,30.2,48.7
2026-03-16,competitive,Europe,junkertown,All,토르비욘,DAMAGE,4.8,50.7
2026-03-16,competitive,Europe,junkertown,All,트레이서,DAMAGE,4.7,50.3
2026-03-16,competitive,Europe,junkertown,All,파라,DAMAGE,3.3,50.0
2026-03-16,competitive,Europe,junkertown,All,프레야,DAMAGE,4.5,47.6
2026-03-16,competitive,Europe,junkertown,All,한조,DAMAGE,9.6,50.5
2026-03-16,competitive,Europe,junkertown,All,해저드,TANK,2.5,51.6
2026-03-16,competitive,Europe,junkertown,Bronze,D.Va,TANK,12.7,51.6
2026-03-16,competitive,Europe,junkertown,Bronze,겐지,DAMAGE,7.6,53.8
2026-03-16,competitive,Europe,junkertown,Bronze,도미나,TANK,6.4,56.3
2026-03-16,competitive,Europe,junkertown,Bronze,둠피스트,TANK,3.4,57.9
2026-03-16,competitive,Europe,junkertown,Bronze,라마트라,TANK,9.3,48.2
2026-03-16,competitive,Europe,junkertown,Bronze,라이프위버,SUPPORT,6.8,46.8
2026-03-16,competitive,Europe,junkertown,Bronze,라인하르트,TANK,12.3,53.9
2026-03-16,competitive,Europe,junkertown,Bronze,레킹볼,TANK,1.7,46.7
2026-03-16,competitive,Europe,junkertown,Bronze,로드호그,TANK,6.5,46.1
2026-03-16,competitive,Europe,junkertown,Bronze,루시우,SUPPORT,8.0,47.2
2026-03-16,competitive,Europe,junkertown,Bronze,리퍼,DAMAGE,9.8,57.1
2026-03-16,competitive,Europe,junkertown,Bronze,마우가,TANK,7.2,51.6
2026-03-16,competitive,Europe,junkertown,Bronze,메르시,SUPPORT,24.6,50.7
2026-03-16,competitive,Europe,junkertown,Bronze,메이,DAMAGE,7.6,55.8
2026-03-16,competitive,Europe,junkertown,Bronze,모이라,SUPPORT,34.5,50.4
