date,game_mode,region,map,tier,hero,role,pick_rate,win_rate,ban_rate
2026-07-20,quickplay,Americas,nepal,All,루시우,SUPPORT,9.5,54.5,0.0
2026-07-20,quickplay,Americas,nepal,All,리퍼,DAMAGE,8.9,53.3,0.0
2026-07-20,quickplay,Americas,nepal,All,마우가,TANK,8.4,53.3,0.0
2026-07-20,quickplay,Americas,nepal,All,메르시,SUPPORT,19.9,47.6,0.0
2026-07-20,quickplay,Americas,nepal,All,메이,DAMAGE,8.1,53.5,0.0
2026-07-20,quickplay,Americas,nepal,All,모이라,SUPPORT,24.3,52.5,0.0
2026-07-20,quickplay,Americas,nepal,All,미즈키,SUPPORT,18.8,53.4,0.0
2026-07-20,quickplay,Americas,nepal,All,바스티온,DAMAGE,10.9,49.3,0.0
2026-07-20,quickplay,Americas,nepal,All,바티스트,SUPPORT,5.0,45.8,0.0
2026-07-20,quickplay,Americas,nepal,All,벤데타,DAMAGE,7.3,52.1,0.0
2026-07-20,quickplay,Americas,nepal,All,벤처,DAMAGE,3.7,52.5,0.0
2026-07-20,quickplay,Americas,nepal,All,브리기테,SUPPORT,8.6,53.1,0.0
2026-07-20,quickplay,Americas,nepal,All,소전,DAMAGE,5.8,45.0,0.0
2026-07-20,quickplay,Americas,nepal,All,솔저: 76,DAMAGE,11.1,49.2,0.0
2026-07-20,quickplay,Americas,nepal,All,솜브라,DAMAGE,5.6,48.0,0.0
2026-07-20,quickplay,Americas,nepal,All,시그마,TANK,6.5,47.7,0.0
2026-07-20,quickplay,Americas,nepal,All,시메트라,DAMAGE,3.9,58.3,0.0
2026-07-20,quickplay,Americas,nepal,All,시에라,DAMAGE,14.4,49.8,0.0
2026-07-20,quickplay,Americas,nepal,All,시온,DAMAGE,15.3,48.4,0.0
2026-07-20,quickplay,Americas,nepal,All,아나,SUPPORT,19.6,47.6,0.0
2026-07-20,quickplay,Americas,nepal,All,안란,DAMAGE,16.6,52.8,0.0
2026-07-20,quickplay,Americas,nepal,All,애쉬,DAMAGE,8.3,47.8,0.0
2026-07-20,quickplay,Americas,nepal,All,에코,DAMAGE,4.7,48.2,0.0
2026-07-20,quickplay,Americas,nepal,All,엠레,DAMAGE,6.1,46.4,0.0
2026-07-20,quickplay,Americas,nepal,All,오리사,TANK,10.1,47.6,0.0
2026-07-20,quickplay,Americas,nepal,All,우양,SUPPORT,7.4,49.4,0.0
2026-07-20,quickplay,Americas,nepal,All,위도우메이커,DAMAGE,4.3,44.0,0.0
2026-07-20,quickplay,Americas,nepal,All,윈스턴,TANK,3.6,52.3,0.0
2026-07-20,quickplay,Americas,nepal,All,일리아리,SUPPORT,5.3,51.1,0.0
2026-07-20,quickplay,Americas,nepal,All,자리야,TANK,4.4,49.5,0.0
2026-07-20,quickplay,Americas,nepal,All,정커퀸,TANK,5.9,54.6,0.0
2026-07-20,quickplay,Americas,nepal,All,정크랫,DAMAGE,12.2,52.9,0.0
2026-07-20,quickplay,Americas,nepal,All,제트팩 캣,SUPPORT,11.7,52.3,0.0
2026-07-20,quickplay,Americas,nepal,All,젠야타,SUPPORT,11.5,53.5,0.0
2026-07-20,quickplay,Americas,nepal,All,주노,SUPPORT,20.9,49.2,0.0
2026-07-20,quickplay,Americas,nepal,All,캐서디,DAMAGE,15.1,46.9,0.0
2026-07-20,quickplay,Americas,nepal,All,키리코,SUPPORT,22.5,46.8,0.0
2026-07-20,quickplay,Americas,nepal,All,토르비욘,DAMAGE,4.0,57.5,0.0
2026-07-20,quickplay,Americas,nepal,All,트레이서,DAMAGE,5.2,47.3,0.0
2026-07-20,quickplay,Americas,nepal,All,파라,DAMAGE,4.6,54.9,0.0
2026-07-20,quickplay,Americas,nepal,All,프레야,DAMAGE,5.9,47.5,0.0
2026-07-20,quickplay,Americas,nepal,All,한조,DAMAGE,7.7,48.4,0.0
2026-07-20,quickplay,Americas,nepal,All,해저드,TANK,3.6,50.6,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,D.Va,TANK,7.9,45.6,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,겐지,DAMAGE,10.5,51.1,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,도미나,TANK,5.7,50.3,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,둠피스트,TANK,11.0,49.9,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,라마트라,TANK,8.1,50.6,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,라이프위버,SUPPORT,14.3,47.8,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,라인하르트,TANK,13.1,54.3,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,레킹볼,TANK,3.5,49.7,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,로드호그,TANK,8.7,44.5,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,루시우,SUPPORT,11.9,55.1,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,리퍼,DAMAGE,8.5,51.8,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,마우가,TANK,8.3,53.1,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,메르시,SUPPORT,19.8,46.8,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,메이,DAMAGE,7.7,51.6,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,모이라,SUPPORT,23.6,52.9,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,미즈키,SUPPORT,18.7,53.4,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,바스티온,DAMAGE,10.6,47.7,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,바티스트,SUPPORT,4.7,44.3,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,벤데타,DAMAGE,7.6,52.1,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,벤처,DAMAGE,3.6,51.9,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,브리기테,SUPPORT,8.7,53.9,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,소전,DAMAGE,5.6,45.6,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,솔저: 76,DAMAGE,10.5,48.3,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,솜브라,DAMAGE,5.3,45.2,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,시그마,TANK,6.0,48.1,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,시메트라,DAMAGE,4.1,58.5,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,시에라,DAMAGE,14.0,49.8,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,시온,DAMAGE,15.6,49.6,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,아나,SUPPORT,19.2,45.8,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,안란,DAMAGE,16.9,53.0,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,애쉬,DAMAGE,7.7,46.8,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,에코,DAMAGE,4.7,48.5,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,엠레,DAMAGE,5.8,46.2,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,오리사,TANK,10.3,47.5,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,우양,SUPPORT,7.3,48.2,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,위도우메이커,DAMAGE,4.5,42.8,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,윈스턴,TANK,3.6,50.1,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,일리아리,SUPPORT,4.7,47.0,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,자리야,TANK,4.4,48.7,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,정커퀸,TANK,5.6,55.3,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,정크랫,DAMAGE,11.9,52.7,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,제트팩 캣,SUPPORT,13.6,53.9,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,젠야타,SUPPORT,10.1,52.2,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,주노,SUPPORT,21.3,50.5,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,캐서디,DAMAGE,15.6,46.7,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,키리코,SUPPORT,22.0,46.1,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,토르비욘,DAMAGE,3.8,56.3,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,트레이서,DAMAGE,5.3,48.3,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,파라,DAMAGE,6.6,57.3,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,프레야,DAMAGE,5.8,48.2,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,한조,DAMAGE,7.6,50.3,0.0
2026-07-20,quickplay,Americas,lijiang-tower,All,해저드,TANK,3.8,53.4,0.0
2026-07-20,quickplay,Americas,busan,All,D.Va,TANK,9.9,46.6,0.0
2026-07-20,quickplay,Americas,busan,All,겐지,DAMAGE,9.3,48.6,0.0
2026-07-20,quickplay,Americas,busan,All,도미나,TANK,5.8,52.2,0.0
2026-07-20,quickplay,Americas,busan,All,둠피스트,TANK,8.0,45.5,0.0
2026-07-20,quickplay,Americas,busan,All,라마트라,TANK,9.3,52.6,0.0
2026-07-20,quickplay,Americas,busan,All,라이프위버,SUPPORT,14.6,48.7,0.0
2026-07-20,quickplay,Americas,busan,All,라인하르트,TANK,12.5,53.4,0.0
2026-07-20,quickplay,Americas,busan,All,레킹볼,TANK,2.9,45.7,0.0
2026-07-20,quickplay,Americas,busan,All,로드호그,TANK,7.5,46.3,0.0
2026-07-20,quickplay,Americas,busan,All,루시우,SUPPORT,6.6,52.0,0.0
2026-07-20,quickplay,Americas,busan,All,리퍼,DAMAGE,8.0,52.7,0.0
2026-07-20,quickplay,Americas,busan,All,마우가,TANK,9.0,55.5,0.0
2026-07-20,quickplay,Americas,busan,All,메르시,SUPPORT,21.6,48.2,0.0
2026-07-20,quickplay,Americas,busan,All,메이,DAMAGE,7.6,53.3,0.0
2026-07-20,quickplay,Americas,busan,All,모이라,SUPPORT,24.7,50.9,0.0
2026-07-20,quickplay,Americas,busan,All,미즈키,SUPPORT,18.6,52.9,0.0
2026-07-20,quickplay,Americas,busan,All,바스티온,DAMAGE,11.5,49.2,0.0
2026-07-20,quickplay,Americas,busan,All,바티스트,SUPPORT,5.1,47.6,0.0
2026-07-20,quickplay,Americas,busan,All,벤데타,DAMAGE,7.0,52.2,0.0
2026-07-20,quickplay,Americas,busan,All,벤처,DAMAGE,3.1,53.0,0.0
2026-07-20,quickplay,Americas,busan,All,브리기테,SUPPORT,7.1,51.7,0.0
2026-07-20,quickplay,Americas,busan,All,소전,DAMAGE,5.8,46.0,0.0
2026-07-20,quickplay,Americas,busan,All,솔저: 76,DAMAGE,12.2,50.8,0.0
2026-07-20,quickplay,Americas,busan,All,솜브라,DAMAGE,6.3,48.4,0.0
2026-07-20,quickplay,Americas,busan,All,시그마,TANK,7.0,47.4,0.0
2026-07-20,quickplay,Americas,busan,All,시메트라,DAMAGE,2.7,55.3,0.0
2026-07-20,quickplay,Americas,busan,All,시에라,DAMAGE,15.8,50.5,0.0
2026-07-20,quickplay,Americas,busan,All,시온,DAMAGE,15.9,50.1,0.0
2026-07-20,quickplay,Americas,busan,All,아나,SUPPORT,20.0,46.7,0.0
2026-07-20,quickplay,Americas,busan,All,안란,DAMAGE,15.8,51.9,0.0
2026-07-20,quickplay,Americas,busan,All,애쉬,DAMAGE,9.5,49.7,0.0
2026-07-20,quickplay,Americas,busan,All,에코,DAMAGE,4.3,47.5,0.0
2026-07-20,quickplay,Americas,busan,All,엠레,DAMAGE,6.7,49.5,0.0
2026-07-20,quickplay,Americas,busan,All,오리사,TANK,10.0,45.0,0.0
2026-07-20,quickplay,Americas,busan,All,우양,SUPPORT,7.3,49.5,0.0
2026-07-20,quickplay,Americas,busan,All,위도우메이커,DAMAGE,7.7,45.6,0.0
2026-07-20,quickplay,Americas,busan,All,윈스턴,TANK,4.5,51.1,0.0
2026-07-20,quickplay,Americas,busan,All,일리아리,SUPPORT,4.8,50.7,0.0
2026-07-20,quickplay,Americas,busan,All,자리야,TANK,4.3,50.1,0.0
2026-07-20,quickplay,Americas,busan,All,정커퀸,TANK,5.7,57.0,0.0
2026-07-20,quickplay,Americas,busan,All,정크랫,DAMAGE,9.8,49.5,0.0
2026-07-20,quickplay,Americas,busan,All,제트팩 캣,SUPPORT,11.3,52.3,0.0
2026-07-20,quickplay,Americas,busan,All,젠야타,SUPPORT,11.6,54.8,0.0
2026-07-20,quickplay,Americas,busan,All,주노,SUPPORT,23.2,50.7,0.0
2026-07-20,quickplay,Americas,busan,All,캐서디,DAMAGE,15.1,48.5,0.0
2026-07-20,quickplay,Americas,busan,All,키리코,SUPPORT,23.3,46.8,0.0
2026-07-20,quickplay,Americas,busan,All,토르비욘,DAMAGE,4.2,57.6,0.0
2026-07-20,quickplay,Americas,busan,All,트레이서,DAMAGE,5.0,48.3,0.0
2026-07-20,quickplay,Americas,busan,All,파라,DAMAGE,3.3,49.6,0.0
2026-07-20,quickplay,Americas,busan,All,프레야,DAMAGE,5.9,48.9,0.0
2026-07-20,quickplay,Americas,busan,All,한조,DAMAGE,7.4,47.3,0.0
2026-07-20,quickplay,Americas,busan,All,해저드,TANK,3.6,51.4,0.0
2026-07-20,quickplay,Americas,samoa,All,D.Va,TANK,8.3,45.6,0.0
2026-07-20,quickplay,Americas,samoa,All,겐지,DAMAGE,9.7,49.9,0.0
2026-07-20,quickplay,Americas,samoa,All,도미나,TANK,5.8,50.7,0.0
2026-07-20,quickplay,Americas,samoa,All,둠피스트,TANK,8.3,49.0,0.0
2026-07-20,quickplay,Americas,samoa,All,라마트라,TANK,9.1,50.0,0.0
2026-07-20,quickplay,Americas,samoa,All,라이프위버,SUPPORT,14.4,48.4,0.0
2026-07-20,quickplay,Americas,samoa,All,라인하르트,TANK,12.6,52.7,0.0
2026-07-20,quickplay,Americas,samoa,All,레킹볼,TANK,2.6,42.5,0.0
2026-07-20,quickplay,Americas,samoa,All,로드호그,TANK,7.4,46.7,0.0
2026-07-20,quickplay,Americas,samoa,All,루시우,SUPPORT,6.5,52.1,0.0
2026-07-20,quickplay,Americas,samoa,All,리퍼,DAMAGE,8.8,51.8,0.0
2026-07-20,quickplay,Americas,samoa,All,마우가,TANK,11.6,53.3,0.0
2026-07-20,quickplay,Americas,samoa,All,메르시,SUPPORT,21.1,47.8,0.0
2026-07-20,quickplay,Americas,samoa,All,메이,DAMAGE,7.9,52.9,0.0
2026-07-20,quickplay,Americas,samoa,All,모이라,SUPPORT,24.4,52.3,0.0
2026-07-20,quickplay,Americas,samoa,All,미즈키,SUPPORT,19.2,53.8,0.0
2026-07-20,quickplay,Americas,samoa,All,바스티온,DAMAGE,11.6,48.8,0.0
2026-07-20,quickplay,Americas,samoa,All,바티스트,SUPPORT,5.1,46.6,0.0
2026-07-20,quickplay,Americas,samoa,All,벤데타,DAMAGE,7.4,52.7,0.0
2026-07-20,quickplay,Americas,samoa,All,벤처,DAMAGE,3.2,51.2,0.0
2026-07-20,quickplay,Americas,samoa,All,브리기테,SUPPORT,7.7,53.5,0.0
2026-07-20,quickplay,Americas,samoa,All,소전,DAMAGE,6.0,45.2,0.0
2026-07-20,quickplay,Americas,samoa,All,솔저: 76,DAMAGE,11.3,49.7,0.0
2026-07-20,quickplay,Americas,samoa,All,솜브라,DAMAGE,5.9,48.2,0.0
2026-07-20,quickplay,Americas,samoa,All,시그마,TANK,6.8,49.6,0.0
2026-07-20,quickplay,Americas,samoa,All,시메트라,DAMAGE,3.1,58.6,0.0
2026-07-20,quickplay,Americas,samoa,All,시에라,DAMAGE,15.3,50.4,0.0
2026-07-20,quickplay,Americas,samoa,All,시온,DAMAGE,15.8,49.3,0.0
2026-07-20,quickplay,Americas,samoa,All,아나,SUPPORT,20.9,46.9,0.0
2026-07-20,quickplay,Americas,samoa,All,안란,DAMAGE,17.0,53.2,0.0
2026-07-20,quickplay,Americas,samoa,All,애쉬,DAMAGE,8.4,47.5,0.0
2026-07-20,quickplay,Americas,samoa,All,에코,DAMAGE,4.5,48.5,0.0
2026-07-20,quickplay,Americas,samoa,All,엠레,DAMAGE,6.1,47.6,0.0
2026-07-20,quickplay,Americas,samoa,All,오리사,TANK,9.2,46.2,0.0
2026-07-20,quickplay,Americas,samoa,All,우양,SUPPORT,7.9,50.0,0.0
2026-07-20,quickplay,Americas,samoa,All,위도우메이커,DAMAGE,4.8,41.6,0.0
2026-07-20,quickplay,Americas,samoa,All,윈스턴,TANK,3.8,50.5,0.0
2026-07-20,quickplay,Americas,samoa,All,일리아리,SUPPORT,5.4,49.9,0.0
2026-07-20,quickplay,Americas,samoa,All,자리야,TANK,4.5,49.8,0.0
