date,game_mode,region,map,tier,hero,role,pick_rate,win_rate,ban_rate
2026-05-17,quickplay,Americas,samoa,All,엠레,DAMAGE,8.9,47.6,0.0
2026-05-17,quickplay,Americas,samoa,All,오리사,TANK,9.3,47.5,0.0
2026-05-17,quickplay,Americas,samoa,All,우양,SUPPORT,9.8,51.2,0.0
2026-05-17,quickplay,Americas,samoa,All,위도우메이커,DAMAGE,4.2,44.4,0.0
2026-05-17,quickplay,Americas,samoa,All,윈스턴,TANK,3.7,51.5,0.0
2026-05-17,quickplay,Americas,samoa,All,일리아리,SUPPORT,6.5,50.6,0.0
2026-05-17,quickplay,Americas,samoa,All,자리야,TANK,5.1,51.1,0.0
2026-05-17,quickplay,Americas,samoa,All,정커퀸,TANK,6.2,53.4,0.0
2026-05-17,quickplay,Americas,samoa,All,정크랫,DAMAGE,10.5,50.4,0.0
2026-05-17,quickplay,Americas,samoa,All,제트팩 캣,SUPPORT,9.0,47.6,0.0
